FOLIO8,UNIT_COUNT,LEGAL_LINE,LEGAL_LINE_2,MILLAGE_CODE,USE_CODE,SITUS_CITY,SITUS_ZIP_CODE,Neighborhood/Division,Subdivision,HOA,HOA Webpage,Property Management,Property Management Wegpage
51412509,86,MIAMI GARDENS ESTATES SEC 6,34-42 B,3513,01,WP,33023,,,,,,
51412510,50,MIAMI GARDENS ESTATES SEC 7,42-20 B,3513,01,WP,330236125,,,,,,
51412511,32,MIAMI GARDENS COMM SEC 37-29 B,POR OF TR A DESC AS:BEG AT PI OF,3513,94,WP,33023,,,,,,
51412512,111,CORAL HEIGHTS 22-4 B,"POR OF LOTS 6,7 & 8 BLK 1 DESC",2713,94,MM,33023,,,,,,
51412513,237,SUN LAND PARK 25-30 B,LOT 24 BLK 3,2713,00,MM,33025,,,,,,
51412514,243,SUNLAND PARK SECTION 2 25-37 B,LOT 29 BLK 11,3513,00,WP,33023,,,,,,
51412515,99,RODGERS HEIGHTS 25-45 B,"LOT 16 W 25,17 BLK 1",2713,08,MM,33023,,,,,,
51412516,68,MIAMI GARDENS MANOR 49-47 B,LOT 14 BLK 3,3513,01,WP,330236150,,,,,,
51412518,90,MIRAMAR ISLES SECTION 8 65-42 B,LOT 12 BLK B,2713,01,MM,330235011,,,,,,
51412519,5,MIRAMAR ISLES SECTION 8,1ST ADDITION 66-33 B,2713,01,MM,330235039,,,,,,
51412520,9,LAR ESTATES NO 3 79-35 B,THROUGHFARES RIGHT-OF-WAY,2713,94,MM,33023,,,,,,
51412521,1,GATEWAY BIBLE CHURCH SUB 83-11 B,TR 1,2713,71,MM,33023,,,,,,
51412522,9,LAR ESTATES NO 4 86-50 B,LOT 16,2713,01,MM,33023,,,,,,
51412523,4,GREGIS ESTATES 99-28 B,LOT 1,2713,00,MM,33023,,,,,,
51412524,2,STEED PLAT 124-21 B,"PARCEL ""A""",3513,08,WP,33023,,,,,,
51412525,2,COUNTY LINE ROAD NO.1 PLAT,148-16 B,2713,16,MM,33023,,,,,,
51412526,37,POSITANO TOWNHOUSES 183-152 B,PARCEL A LESS BLDGS 1-6,2713,09,MM,33023,,,,,,
51412527,2,EXTRA SPACE STORAGE 183-301 B,PAR A,2713,48,MM,33023,,,,,,
51412528,2,SUN LAND PARK 25-30 B,E1/2 OF LOT 24 BLK 4,2713,01,MM,33023,,,,,,
51412529,2,SUN LAND PARK 25-30 B,"E1/2 OF LOT 10, BLK 2",2713,01,MM,33023,,,,,,
51412530,2,SUN LAND PARK 25-30 B,"W1/2 OF LOT 16, BLK 3",2713,01,MM,33023,,,,,,
514125AA,54,DISTRIB-U-MART PLAZA CONDO,BLDG 1 UNIT 1-R-A,2713,48,MM,33023,,,,,,
51412600,11,26-51-41,THAT PT OF S1/2 OF SEC AS DESC,2713,95,MM,33023,,,,,,
51412601,76,MIRAMAR 34-31 B,LOT 23 LESS N 4 BLK 1,2713,01,MM,330233821,,,,,,
51412602,168,MIRAMAR SEC 2 36-16 B,LOT 13 BLK 5,2713,01,MM,330233853,,,,,,
51412603,242,MIRAMAR SEC 3 41-22 B,LOT 17 BLK 21,2713,01,MM,330234801,,,,,,
51412604,195,MIRAMAR SEC 4 43-16 B,LOT 6 BLK 36,2713,01,MM,33023,,,,,,
51412605,237,MIRAMAR SEC 10 51-46 B,LOT 5 BLK 138,2713,01,MM,330235849,,,,,,
51412606,234,MIRAMAR PARK 38-35 B,LOT 1 BLK 17,2713,01,MM,33023,,,,,,
51412607,133,PALM LANE HOMES IN MIRAMAR,40-17 B,2713,01,MM,33023,,,,,,
51412608,8,MIRAMAR BUSINESS DISTRICTS,44-7 B,2713,16,MM,33023,,,,,,
51412609,61,JILL-ANN HOMES 41-1 B,"STREETS, COURT & AVENUE ARE",2713,94,MM,33023,,,,,,
51412610,4,SUB OF SEC 26-51-41 1-118 D,THAT PT OF LOTS 1 & 2 DESC ON,2713,95,MM,33023,,,,,,
51412611,174,MIRAMAR ISLES SEC 1 56-13 B,"LOT 14 LESS S 20,15 S 30 BLK 4",2713,01,MM,33023,,,,,,
51412612,5,MIRAMAR SEC 6 REPLAT OF PORT,BLK 44 56-43 B,2713,01,MM,330234703,,,,,,
51412613,53,MIRAMAR SEC 17 56-49 B,LOT 13 BLK 149,2713,01,MM,330233766,,,,,,
51412614,162,MIRAMAR ISLES SEC 2 57-15 B,LOT 43 BLK 8,2713,01,MM,330234937,,,,,,
51412615,168,MIRAMAR ISLES SEC 3 58-22 B,LOT 21 BLK 3,2713,01,MM,330234965,,,,,,
51412616,55,MIRAMAR ISLES SEC 4 60-3 B,LOT 7 BLK 14,2713,01,MM,330234804,,,,,,
51412617,172,MIRAMAR ISLES SEC 5 61-46 B,LOT 8 BLK 20,2713,01,MM,330234863,,,,,,
51412618,52,MIRAMAR ISLES SEC 6 62-27 B,LOT 12 BLK 22,2713,01,MM,330234847,,,,,,
51412619,22,MIRAMAR ISLES SEC 7 64-11 B,LOT 3 BLK 23,2713,01,MM,330236605,,,,,,
51412620,48,MIRAMAR ISLES SECTION 4 REPLAT,OF A PORTION OF BLK 15 65-12 B,2713,01,MM,330234840,,,,,,
51412621,2,PUBLIX SHOPPING CENTER 73-49 B,PARCEL 1,2713,16,MM,33023,,,,,,
51412622,1,SOUTHEAST BANK OF MIRAMAR PLAT,75-18 B,2713,11,MM,33023,,,,,,
51412623,19,KENNILWORTH TOWNHOUSES 86-8 B,LOT 1 LESS OR 7358/216 BLK 2,2713,01,MM,330236630,,,,,,
51412624,1,FIRST ADD TO KENNILWORTH,TOWNHOUSES 86-9 B,2713,94,MM,33023,,,,,,
51412625,88,RAINBOW MIRAMAR 96-49 B,LOT 12 BLK 1,2713,01,MM,330236018,,,,,,
51412626,1,SCHOOL SITE 1010 146-43 B,TRACT A,2713,83,MM,33023,,,,,,
51412627,3,PARCVIEW TOWNHOMES 183-719 B,PARCEL C,2713,94,MM,33027,,,,,,
514126AA,24,FIRST MIRAMAR CONDO,UNIT 201,2713,04,MM,330234864,,,,,,
514126AB,20,THIRD MIRAMAR CONDO,UNIT 109,2713,04,MM,33023,,,,,,
514126AC,14,FOURTH MIRAMAR CONDO,UNIT 104,2713,04,MM,330234868,,,,,,
514126AD,14,FIFTH MIRAMAR CONDO,UNIT 207,2713,04,MM,330234871,,,,,,
514126AG,380,WOODSCAPE TOWNHOMES,CONDO,2713,04,MM,33023,,,,,,
51412700,2,27-51-41,TR OF LAND IN NW1/4 AKA BLK 125,2713,83,MM,33023,,,,,,
51412702,371,MIRAMAR SEC 6 47-47 B,LOT 23 BLK 61,2713,01,MM,33023,,,,,,
51412703,7,SUB OF SEC 27-51-41 1-118 D,PORTION OF PARCEL 800.1 DESC AS,2713,94,MM,33023,,,,,,
51412704,286,MIRAMAR SEC 7 48-22 B,LOT 14 BLK 60,2713,01,MM,33023,,,,,,
51412705,303,MIRAMAR SEC 11 51-47 B,LOT 3 BLK 133,2713,01,MM,330235813,,,,,,
51412706,283,MIRAMAR SEC 12 52-4 B,LOT 22 BLK 87,2713,01,MM,330234609,,,,,,
51412707,46,MIRAMAR SEC 15 52-13 B,LOT 21 BLK 143,2713,01,MM,330234528,,,,,,
51412708,6,MIRAMAR SEC 20 57-31 B,LOT 2 BLK 153,2713,01,MM,33023,,,,,,
51412709,254,MIRAMAR PARK FIRST ADD 59-20 B,LOT 19 BLK 5,2713,01,MM,33023,,,,,,
51412710,222,MIRAMAR PARK 2ND ADD 60-37 B,LOT 41 BLK 9,2713,01,MM,33023,,,,,,
51412711,321,MIRAMAR PARK THIRD ADD 61-42 B,LOT 38 BLK 18,2713,01,MM,33023,,,,,,
51412712,340,MIRAMAR PARK FOURTH ADD 65-7 B,LOT 41 BLK 17,2713,01,MM,330236417,,,,,,
51412713,4,MIRAMAR SECTION 24 87-21 B,TR A LESS S 170.5 OF W 130 &,2713,11,MM,33023,,,,,,
51412714,31,MIRAMAR PARK FIFTH ADDITION,92-50 B,2713,48,MM,33023,,,,,,
51412715,16,MIRAMAR PARK FIFTH ADDITION,92-50 B,2713,09,MM,33023,,,,,,
51412800,6,28-51-41,E3/4 OF N1/2 OF S1/2 OF NE1/4,2713,71,MM,33025,,,,,,
51412801,11,EVERGLADES SUGAR & LAND CO,2-75 D 28-51-41,2713,94,MM,33025,,,,,,
51412802,248,THE KNOLLS 1ST SECTION 69-48 B,LOT 30 BLK 2,2713,01,MM,330252844,,,,,,
51412803,24,THE KNOLLS 1ST SEC REPLAT OF,POR BLK 1 72-18 B,2713,01,MM,33025,,,,,,
51412804,1,HUMBLE MIRAMAR TRACT 75-14 B,TR A,2713,26,MM,33025,,,,,,
51412805,154,THE KNOLLS 2 SEC 75-20 B,LOT 4 BLK 6,2713,01,MM,330252714,,,,,,
51412806,145,THE KNOLLS 3 SEC 77-26 B,LOT 14 BLK 14,2713,01,MM,33025,,,,,,
51412807,7,MIRAMAR MALL 80-22 B,TRACT A S 315 OF W 290 LESS POR,2713,48,MM,33025,,,,,,
51412809,248,THE KNOLLS 4 SEC 81-15 B,LOT 57   BLK 9,2713,01,MM,33025,,,,,,
51412810,1,STEIN FISHMAN PLAT 83-3 B,PARCEL 1,2713,10,MM,33025,,,,,,
51412811,1,THE KNOLLS 7 SEC 85-26 B,TRACT A,2713,23,MM,33025,,,,,,
51412812,65,THE KNOLLS SEC 5 92-31 B,LOT 5 BLK 3,2713,01,MM,33025,,,,,,
51412813,2,28-51-41 EVERGLADES SUGAR & LAND,CO SUBDIVISION 2-75 D,2713,94,MM,33025,,,,,,
51412815,1,SCHOOL SITE 1750 145-16 B,TRACT A,2713,83,MM,33025,,,,,,
51412816,1,MORTON COMMERCE CENTER PLAT,153-25 B,2713,94,MM,33025,,,,,,
51412818,9,HAMPTON PARK 173-13 B,POR PAR A DESC AS BEG SE COR PAR,2713,11,MM,33025,,,,,,
51412819,46,MIRAMAR LANDINGS 174-1 B,LOT 6 BLK A,2713,01,MM,33025,,,,,,
51412820,3,HAMPTON PARK 173-13 B,PARCEL B LESS OR 37689/819 & OR,2713,09,MM,33025,,,,,,
51412821,2,DOM-MIRAMAR PLAT 175-33 B,PARCEL A,2713,11,MM,33025,,,,,,
51412822,1,MIRAMAR SHOPPES 175-184 B,TRACT A,2713,11,MM,33025,,,,,,
51412823,1,JESUS MINISTRIES 177/128B,TRACT A,2713,71,MM,33025,,,,,,
514128AA,239,MISSIONWOOD AT MIRAMAR CONDO,UNIT B BLDG 39,2713,04,MM,330252914,,,,,,
514128AB,65,MURANO AT HAMPTON PARK NO 1,CONDO UNIT 101 BLDG 67,2713,04,MM,33025,,,,,,
514128AC,42,MURANO AT HAMPTON PK NO 2 CONDO,UNIT 104 BLDG 46,2713,04,MM,33025,,,,,,
514128AD,44,MURANO AT HAMPTON PARK NO 3,CONDO UNIT 101 BLDG 62,2713,04,MM,33025,,,,,,
514128AE,53,MURANO AT HAMPTON PK NO 4 CONDO,UNIT 104 BLDG 63,2713,04,MM,33025,,,,,,
514128AF,52,MURANO AT HAMPTON PK NO 5 CONDO,UNIT 102 BLDG 2,2713,04,MM,33025,,,,,,
514128AG,49,MURANO AT HAMPTON PK NO 6 CONDO,UNIT 106 BLDG 27,2713,04,MM,33025,,,,,,
514128AH,48,MURANO AT HAMPTON PARK NO 7,CONDO UNIT 104 BLDG 18,2713,04,MM,33025,,,,,,
514128AJ,43,MURANO AT HAMPTON PARK NO 8,CONDO UNIT 103 BLDG 9,2713,04,MM,33025,,,,,,
514128AK,47,TUSCANY NO. 2 CONDO,UNIT 6-105,2713,04,MM,33025,,,,,,
514128AL,54,TUSCANY NO. 1 CONDO,UNIT 27-106,2713,04,MM,33025,,,,,,
514128AM,51,TUSCANY NO.3 CONDO,UNIT 102 BLDG 36,2713,04,MM,33025,,,,,,
514128BA,53,TUSCANY NO. 4 CONDO,UNIT 102 BLDG 14,2713,04,MM,33025,,,,,,
514128BB,49,TUSCANY NO 5 CONDO,UNIT 106 BLDG 45,2713,04,MM,33025,,,,,,
514128BC,55,TUSCANY NO.6 CONDO,UNIT 101 BLDG 24,2713,04,MM,33025,,,,,,
514128BD,76,CALABRIA CONDOMINIUM,PHASE 1 BLDG 9 UNIT 906,2713,04,MM,33025,,,,,,
514128BE,69,CALABRIA II CONDO,PHASE 14 BLDG 1 UNIT 2558,2713,04,MM,33025,,,,,,
51412900,1,EVERGLADES SUGAR & LAND CO SUB,OF THE E1/2 OF 29-51-41 2-75 D,2713,94,MM,33025,,,,,,
51412901,22,29-51-41,S 50 OF N1/2 AND N 50 OF S1/2,2713,94,MM,33025,,,,,,
51412902,3,BOWLING-TIME PLAT 81-29 B,PARCEL A LESS W 200 & LESS,2713,11,MM,33025,,,,,,
51412903,220,TURTLE BAY 98-14 B,LOT 5 BLK 5,2713,01,MM,33025,,,,,,
51412904,175,THE MEADOWS OF MIRAMAR PHASE 1,106-10 B,2713,01,MM,33025,,,,,,
51412905,167,THE MEADOWS OF MIRAMAR PHASE TWO,110-1 B,2713,01,MM,330252358,,,,,,
51412906,212,THE MEADOWS OF MIRAMAR,PHASE 3 126-2 B,2713,01,MM,330252344,,,,,,
51412907,41,EVERGLADES SUGAR & LAND CO 2-27D,POR OF SEC 29-51-41 DESC AS COMM,2713,01,MM,33025,,,,,,
51412908,224,RIVER RUN,SECTION ONE 130-21 B,2713,01,MM,33025,,,,,,
51412909,168,RIVER RUN,SECTION TWO 131-21 B,2713,01,MM,330254228,,,,,,
51412910,3,S.H.P. PLAT 133-6 B,TRACT A LESS PORS DESC IN OR,2713,16,MM,33025,,,,,,
51412911,178,THE MEADOWS OF MIRAMAR,PHASE FOUR 136-36 B,2713,01,MM,330252304,,,,,,
51412912,1,LAURELTON PARK 141-20 B,"PARCEL ""A""",2713,71,MM,33025,,,,,,
51412913,67,RIVER RUN GARDEN HOMES 144-23 B,LOT 1 BLK 3,2713,01,MM,330254450,,,,,,
51412914,7,MIRAMAR PARK OF COMMERCE-PHASE,IV 167-3 B,2713,94,MM,33025,,,,,,
51412915,14,WATERVIEW 179-146 B,R/W (DEDICATED BY PLAT),2713,94,MM,33025,,,,,,
51412917,158,FOXCROFT HOMES 180-74 B,LOT 10 BLK H,2713,01,MM,33025,,,,,,
51412918,168,FOXCROFT HOMES PHASE II 180-195B,LOT 5 BLK N,2713,01,MM,33025,,,,,,
51412919,1,PINNACLE AT LA CABANA 183-611 B,PARCEL A,2713,80,MM,33025,,,,,,
514129AA,220,FOXCROFT APTS INC CONDO,UNIT B 114,2713,04,MM,33025,,,,,,
514129AB,49,MIRAMAR CLUB CONDOMINIUM TWO,UNIT 207,2713,04,MM,330254138,,,,,,
514129AC,48,MIRAMAR CLUB CONDOMINIUM ONE,UNIT 209,2713,04,MM,330254175,,,,,,
514129AD,49,MIRAMAR CLUB CONDOMINIUM THREE,UNIT 202,2713,04,MM,330254147,,,,,,
514129AG,48,MIRAMAR CLUB CONDOMINIUM FOUR,UNIT 303,2713,04,MM,33025,,,,,,
514129AH,49,MIRAMAR CLUB CONDOMINIUM FIVE,UNIT 207,2713,04,MM,330254156,,,,,,
514129AJ,48,MIRAMAR CLUB CONDOMINIUM SIX,UNIT 106,2713,04,MM,33025,,,,,,
514129AK,49,MIRAMAR CLUB CONDOMINIUM TWELVE,UNIT 306,2713,04,MM,330254167,,,,,,
51413001,5,EVERGLADES SUGAR & LAND CO,"COMM AT SE COR OF SEC 25-51-40,",2713,94,MM,33025,,,,,,
51413002,18,MIRAMAR PARK OF COMMERCE,122-24 B,2713,48,MM,33025,,,,,,
51413004,17,MIRAMAR PARK OF COMMERCE,PHASE II 139-35 B,2713,48,MM,33025,,,,,,
51413005,7,MIRAMAR PARK OF COMMERCE,PHASE II ADDITION 149-9 B,2713,48,MM,33025,,,,,,
51413006,20,MIRAMAR PARK OF COMMERCE,PHASE III 161-29 B,2713,96,MM,33025,,,,,,
51413007,27,MIRAMAR PARK OF COMMERCE-PHASE V,170-161 B,2713,40,MM,33025,,,,,,
51413008,7,MIRAMAR PARK OF COMMERCE PHASE,VI 180-43 B,2713,63,MM,33025,,,,,,
51420101,203,HOLLYWOOD CENTRAL BEACH 4-20 B,PART OF INTRACOASTAL & BLK 59,0513,95,HW,33019,,,,,,
51420102,271,HOLLYWOOD CENTRAL BEACH 4-20 B,LOT 23 BLK 195,0513,00,HW,33019,,,,,,
51420103,46,HOLLYWOOD CENTRAL BEACH 4-20 B,"A POR LOTS 11 & 12,BLK 177 DESC",0513,01,HW,33019,,,,,,
51420104,7,HOLLYWOOD CENTRAL BEACH 4-20 B,A PORTION LOT 23 BLK 193 DESC AS,0513,01,HW,330194403,,,,,,
514201AB,34,NORTH BEACH CONDO,UNIT 503,0513,04,HW,330194007,,,,,,
514201AC,4,315 FRANKLIN STREET CONDO,UNIT 1,0513,04,HW,33019,,,,,,
514201BD,8,SANDMAN CONDO,UNIT 3,0513,04,HW,330194500,,,,,,
514201BE,9,"NORTH BEACH TOWNHOMES,A CONDO",UNIT 5,0513,04,HW,33019,,,,,,
514201BF,4,SUNSHINE CONDOMINIUM,UNIT 1,0513,04,HW,33019,,,,,,
514201BG,6,WHITE SANDS BEACH HOMES CONDO,UNIT A-2 (AKA 345),0513,04,HW,33019,,,,,,
514201BH,6,WHITE SANDS BEACH HOMES II CONDO,UNIT B-10 (AKA 348),0513,04,HW,33019,,,,,,
514201BJ,6,WHITE SANDS BEACH HOMES III,CONDO,0513,04,HW,33019,,,,,,
51420200,13,2-51-42,SW1/4 OF NW1/4 OF NW1/4 LESS,0413,82,DN,33004,,,,,,
51420202,10,U.S. LEND LEASE PLAT NO ONE,111-44 B,0413,09,DN,33004,,,,,,
51420203,2,U S LEND LEASE PLAT NO 3,113-14 B,0413,39,DN,33004,,,,,,
51420204,3,US LEND LEASE PLAT NO TWO,117-41 B,0513,03,HW,33019,,,,,,
51420206,36,U S LEND LEASE PLAT NO ONE,111-44 B,0413,01,DN,33004,,,,,,
51420207,119,U.S. LEND LEASE PLAT NO. ONE,111-44 B,0413,01,DN,330045408,,,,,,
51420208,33,"HOLLYWOOD BEACH PARK NO 2""AMEND""",14-51 B,0413,01,DN,33004,,,,,,
51420209,1,ANNE KOLB NATURE CENTER,161-16 B,0513,82,HW,33019,,,,,,
51420210,2,VETS PLAT 170-181 B,PARCEL B LESS SHERIDAN BEACH,0413,09,DN,33004,,,,,,
514202AA,24,WATERMARK II CONDO,UNIT 101,0413,04,DN,33004,,,,,,
514202AB,24,WATERMARK III CONDO,UNIT 105,0413,04,DN,330044631,,,,,,
514202AC,44,SHERIDAN BEACH CLUB CONDOMINIUM,NUMBER ONE,0413,04,DN,33004,,,,,,
514202AD,58,SHERIDAN BEACH CLUB CONDOMINIUM,NUMBER TWO,0413,04,DN,33004,,,,,,
514202AE,62,SHERIDAN OCEAN CLUB CONDOMINIUM,NUMBER ONE,0513,04,HW,33019,,,,,,
514202AF,87,SHERIDAN BEACH CLUB CONDOMINIUM,NUMBER THREE,0413,04,DN,33004,,,,,,
51420300,69,3-51-42,W 20 OF S 200 OF NE 1/4 OF NE1/4,0413,94,DN,33004,,,,,,
51420301,4,LARSENS SUB 1-105 D,"LOT 12 LESS ST RD,13 LESS ST RD",0413,27,DN,33004,,,,,,
51420302,38,PARK HILL 1-163 D,THAT PORTION OF LOT 1 BLK C AS,0413,94,DN,33004,,,,,,
51420303,2,03-51-42,THAT POR OF SW 7 TERR LYING BET,0413,94,DN,33004,,,,,,
51420304,81,DANIA HEIGHTS 3-22 B,"LOT 19,20 W1/2 BLK 2",0413,01,DN,330043932,,,,,,
51420305,38,DANIA HEIGHTS ADD 28-19 B,LOT 7,0413,01,DN,33004,,,,,,
51420306,83,DANIA HEIGHTS EXT 5-19 B,"LOT 12 N 83,13 N 83 BLK 3",0413,01,DN,33004,,,,,,
51420307,54,ST JAMES PARK NORTH 3-33 B,LOT 40 BLK 2,0413,08,DN,33004,,,,,,
51420308,35,ST JAMES PARK DELMAR 11-26 B,LOT 3,0413,01,DN,330044326,,,,,,
51420310,659,NORTH HOLLYWOOD 4-1 B,THAT PT OF LOT 10 INCL IN EXT,0513,94,HW,33020,,,,,,
51420311,1,RESUB OF LOTS 15 & 16 BLK 23,NORTH HOLLYWOOD 8-34 B,0413,01,DN,33004,,,,,,
51420312,60,SOUTH DANIA HEIGHTS AMEN PLAT,6-9 B,0413,00,DN,330044143,,,,,,
51420313,41,HIGHLAND SQUARE 7-5 B,LOT 8 BLK C,0413,08,DN,33004,,,,,,
51420314,32,NORTH DANIA HEIGHTS 7-39 B,LOT 14 BLK 3,0413,00,DN,33004,,,,,,
51420315,8,MC KENZIE EYSTER ADD 8-9 B,POR OF LOTS 1 & 2 DESC AS THAT,0413,94,DN,33004,,,,,,
51420316,7,MC KENZIE ADD 8-10 B,PORTION LOTS 1 & 2 INCLUDED IN,0413,94,DN,33004,,,,,,
51420317,82,HOLLYWOOD CENTER AMEN PLAT,9-43 B,0413,94,DN,33004,,,,,,
51420319,2,HOLLYWOOD CENTER REVISED 24-15 B,"LOT 1,2,3 & 15 FT ALLEY DESC",0413,35,DN,33004,,,,,,
51420320,2,HOLLYWOOD CENTER COURT 25-42 B,"ALL STREETS,ALLEYS DEDICATED",0413,94,DN,33004,,,,,,
51420321,39,WOODHAVEN AMENDED PLAT 10-56 B,"LOT 1,2 BLK 1",0413,01,DN,33004,,,,,,
51420322,5,DALTON MANOR 11-38 B,LOT 7 BLK 5,0413,01,DN,330044128,,,,,,
51420323,13,DALTON MANOR AMEN PLAT 14-56 B,"PT OF BLK 5 F/P/A LOT 3 N 24,",0413,08,DN,330044119,,,,,,
51420324,19,DIXIE WAY 12-4 B,"LOTS 8,9,10 W2/3 BLK 2",0413,08,DN,33004,,,,,,
51420325,21,HOLLYWOOD BEACH PARK 12-6 B,"LOTS 10 LESS W 36.50,11,12 W",0413,01,DN,330044726,,,,,,
51420326,63,MODELO PARK 14-10 B,"LOT 20 W 9,21,22 LESS W 36 BLK 3",0413,01,DN,33004,,,,,,
51420327,2,BRYAN ADD TO DANIA 14-57 B,LOT 1 LESS ST RD & 4 LESS ST RD,0413,12,DN,33004,,,,,,
51420329,6,MARIE VILLA AMEN PLAT 14-62 B,BLK 1-A W 73 LESS N 50 FOR RD,0413,01,DN,330044733,,,,,,
51420330,7,RAULERSON SUB AMEN PLAT 14-70 B,BLK 1 E 60 OF W 390,0413,08,DN,33004,,,,,,
51420331,1,WOODLAWN CEMETERY AMEND,15-18-B,0413,76,DN,33004,,,,,,
51420332,1,DANIA BEACH WESTLAWN CEMETERY,15-49-B,0413,76,DN,33004,,,,,,
51420333,6,LIBERTY HEIGHTS 18-12 B,THAT PART OF VAC'D SW 7TH AVE,0413,10,DN,33004,,,,,,
51420334,107,COLLEGE TRACT 19-9 B,LOT 5 BLK 1,0413,08,DN,33004,,,,,,
51420335,25,COLLEGE TRACT FIRST ADD 22-10 B,LOT 16 BLK 3,0413,01,DN,33004,,,,,,
51420336,112,COLLEGE TRACT 2ND ADD 19-19 B,LOT 7 BLK 11,0413,01,DN,330044926,,,,,,
51420337,4,COLLEGE TRACT 3RD ADD 41-11 B,"TRACT B,TRACT D LESS W 100,",0413,48,DN,33004,,,,,,
51420338,70,VICTORY HEIGHTS 21-2 B,LOT 10 BLK 1,0413,08,DN,33004,,,,,,
51420339,7,NASSAU HEIGHTS 21-16 B,LOTS 6 THRU 8 BLK 2,0413,08,DN,33004,,,,,,
51420340,50,DALTON VIEW 28-29 B,LOT 8 BLK 1,0413,01,DN,33004,,,,,,
51420341,42,DANIA HOMESITES 28-40 B,"LOT 8,9 BLK 3",0413,01,DN,33004,,,,,,
51420342,1,DANIA MEMORIAL PARK 29-33 B,ALL,0413,76,DN,33004,,,,,,
51420344,15,GEORGE M PHIPPEN SUB-RESUB,35-4 B,0413,01,DN,33004,,,,,,
51420345,19,FORREST HOMESITES 36-28 B,LOT 1,0413,01,DN,33004,,,,,,
51420346,1,FANROSE PARK 36-49 B,"ALL BLK 1,LESS WLY 7 FT. FOR",0413,28,DN,33004,,,,,,
51420347,38,DANIA GOLF VIEW 36-50 B,"LOT 7, BLK 2",0413,01,DN,330044008,,,,,,
51420348,94,OCEAN VIEW GOLF ADD 37-7 B,ALL STREETS & ALLEYS ARE,0413,94,DN,33004,,,,,,
51420349,38,COLLEGE HOMESITES 55-17 B,"LOT 4 E 4,LESS N 15 FOR RD &",0413,01,DN,330043505,,,,,,
51420350,5,COLLEGE CENTER 63-23 B,RIGHT OF WAY FOR SW 2ND PLACE,0413,94,DN,33004,,,,,,
51420351,9,SESSA ESTATES 63-33 B,LOT 2,0413,01,DN,330044133,,,,,,
51420352,11,SESSA ESTATES NO 2 66-32 B,15' ALLEY RIGHT OF WAY,0413,94,DN,33004,,,,,,
51420353,4,MINNIS MANOR 79-5 B,LOT 1,0413,01,DN,330044901,,,,,,
51420354,3,ST JAMES PARK DELMAR REV PLAT OF,"PLATS B,C & D PB 84-48 B",0413,09,DN,33004,,,,,,
51420355,69,DANIA HIGHLANDS 87-1 B,LOT 15    BLK 4,0413,01,DN,330044720,,,,,,
51420356,10,DANIA HIGHLANDS 2 90-38 B,LOT 5,0413,08,DN,33004,,,,,,
51420357,5,MARIE VILLA EAST 92-20 B,LOT 4,0413,01,DN,33004,,,,,,
51420358,67,TOWN & COUNTRY ESTATES SEC 1,95-12 B,0413,01,DN,330044722,,,,,,
51420359,49,CENTRAL DANIA HEIGHTS 100-26 B,LOT 9 BLK 3,0413,01,DN,330044402,,,,,,
51420360,2,SANDPIPER BAY COMMERCIAL,117-2 B,0413,16,DN,33004,,,,,,
51420361,118,SANDPIPER BAY 119-7 B,SANDPIPER BAY WYLDWOOD 119-41 B,0413,01,DN,33004,,,,,,
51420364,2,GOVERNOR DAN'S PLAT NUMBER 1,127-7 B,0413,26,DN,33004,,,,,,
51420365,7,ST JAMES PARK DELMAR PLOT E,14-63 B,0413,09,DN,33004,,,,,,
51420366,1,300 SHERIDAN PLAT 131-1 B,RIGHT OF WAY DEDICATION PER,0413,94,DN,33004,,,,,,
51420367,7,MARC SESSA PLAT 131-39 B,LOT 4,0413,01,DN,330044723,,,,,,
51420368,21,GLEN-LAUREN HOMES 141-35 B,THOROUGHFARES RIGHT OF WAYS,0413,94,DN,33004,,,,,,
51420369,3,SCHOOL SITE 0470 145-50 B,"TRACT A,LESS POR DESC AS BEG AT",0413,83,DN,33004,,,,,,
51420370,2,SWEDE LAND 148-14 B,TRACT A,0413,03,DN,330045503,,,,,,
51420371,2,LETO SQUARE 166-12 B,R/W DEDICATED TO PUBLIC PER PLAT,0413,94,DN,33004,,,,,,
51420372,1,TACO BELL AT DANIA 166-32 B,"E 203 OF THE S 200,OF THE NE1/4",0413,94,DN,33004,,,,,,
51420373,5,BERNARD VILLAGE 169-34 B,LOT 1,0413,01,DN,33004,,,,,,
51420374,20,ST JAMES PARK NORTH 3-33 B,PORTION OF LOTS 22 & 23 BLK 2,0413,01,DN,33004,,,,,,
51420375,4,AMOPT LLC 183-456 B,PARCEL A,0413,72,DN,330044315,,,,,,
514203AA,30,ROYAL PALM GARDENS CONDO,UNIT 24,0413,04,DN,33004,,,,,,
514203AB,32,MEADOWBROOK LAKES CONDO,APARTMENTS BLDG #1,0413,04,DN,33004,,,,,,
514203AC,32,MEADOWBROOK LAKES CONDO,APARTMENTS BLDG #2,0413,04,DN,33004,,,,,,
514203AD,81,TOWNHOUSE EAST 1 CONDO,UNIT 219 BLDG 7,0413,04,DN,33004,,,,,,
514203AE,144,SHERIDAN EAST CONDO BLDG 2,UNIT 310,0413,04,DN,33004,,,,,,
514203AG,32,MEADOWBROOK LAKES CONDO,APARTMENTS BLDG #3,0413,04,DN,330044425,,,,,,
